command started at 2026-03-09 04:32:43+00:00, finished at 2026-03-09 04:32:53+00:00 with exitcode=0
LAST SEEN   TYPE      REASON      OBJECT                                     MESSAGE
50m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-42dww   Pulling image "ghcr.io/actions/actions-runner:latest"
50m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-42dww   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 63ms (63ms including waiting). Image size: 540108575 bytes.
50m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-42dww   Created container: runner
48m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-42f6x   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-42f6x to aks-heavy-22317745-vmss000002
48m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-42f6x   Pulling image "ghcr.io/actions/actions-runner:latest"
48m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-42f6x   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 108ms (108ms including waiting). Image size: 540108575 bytes.
47m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-42k8w   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-42k8w to aks-heavy-22317745-vmss000002
47m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-42k8w   Pulling image "ghcr.io/actions/actions-runner:latest"
47m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-42k8w   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 58ms (58ms including waiting). Image size: 540108575 bytes.
28m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-42kkd   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-42kkd to aks-heavy-22317745-vmss000002
28m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-42kkd   Pulling image "ghcr.io/actions/actions-runner:latest"
28m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-42kkd   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 76ms (76ms including waiting). Image size: 540108575 bytes.
28m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-42kkd   Started container runner
4m36s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-42lbm   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-42lbm to aks-heavy-22317745-vmss000002
4m36s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-42lbm   Pulling image "ghcr.io/actions/actions-runner:latest"
4m36s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-42lbm   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 69ms (69ms including waiting). Image size: 540108575 bytes.
4m36s       Normal    Created     pod/arc-heavy-runners-mlqbj-runner-42lbm   Created container: runner
4m36s       Normal    Started     pod/arc-heavy-runners-mlqbj-runner-42lbm   Started container runner
36m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-42nmr   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-42nmr to aks-heavy-22317745-vmss000002
36m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-42nmr   Pulling image "ghcr.io/actions/actions-runner:latest"
36m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-42nmr   Started container runner
61m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-42pdq   Pulling image "ghcr.io/actions/actions-runner:latest"
61m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-42pdq   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 79ms (79ms including waiting). Image size: 540108575 bytes.
61m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-42pdq   Created container: runner
6m57s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-42vm2   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-42vm2 to aks-heavy-22317745-vmss000002
6m57s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-42vm2   Pulling image "ghcr.io/actions/actions-runner:latest"
6m57s       Normal    Started     pod/arc-heavy-runners-mlqbj-runner-42vm2   Started container runner
41m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-42zpg   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-42zpg to aks-heavy-22317745-vmss000002
41m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-42zpg   Pulling image "ghcr.io/actions/actions-runner:latest"
21m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-44475   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-44475 to aks-heavy-22317745-vmss000002
21m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-44475   Pulling image "ghcr.io/actions/actions-runner:latest"
21m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-44475   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 65ms (65ms including waiting). Image size: 540108575 bytes.
17m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-445ck   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-445ck to aks-heavy-22317745-vmss000002
17m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-445ck   Pulling image "ghcr.io/actions/actions-runner:latest"
17m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-445ck   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 64ms (64ms including waiting). Image size: 540108575 bytes.
17m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-445ck   Created container: runner
54m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-445r4   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-445r4 to aks-heavy-22317745-vmss000002
54m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-445r4   Pulling image "ghcr.io/actions/actions-runner:latest"
54m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-445r4   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 137ms (137ms including waiting). Image size: 540108575 bytes.
54m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-445r4   Created container: runner
26m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-448pt   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-448pt to aks-heavy-22317745-vmss000002
26m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-448pt   Pulling image "ghcr.io/actions/actions-runner:latest"
26m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-448pt   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 75ms (75ms including waiting). Image size: 540108575 bytes.
26m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-448pt   Created container: runner
26m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-448pt   Started container runner
60m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-44dkc   Pulling image "ghcr.io/actions/actions-runner:latest"
60m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-44dkc   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 184ms (184ms including waiting). Image size: 540108575 bytes.
60m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-44dkc   Created container: runner
60m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-44dkc   Started container runner
40m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-44ltx   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-44ltx to aks-heavy-22317745-vmss000002
40m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-44ltx   Pulling image "ghcr.io/actions/actions-runner:latest"
40m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-44ltx   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 177ms (177ms including waiting). Image size: 540108575 bytes.
40m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-44ltx   Created container: runner
5m32s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-44pvg   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-44pvg to aks-heavy-22317745-vmss000002
5m32s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-44pvg   Pulling image "ghcr.io/actions/actions-runner:latest"
5m32s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-44pvg   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 85ms (85ms including waiting). Image size: 540108575 bytes.
49m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-44s77   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-44s77 to aks-heavy-22317745-vmss000002
49m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-44s77   Pulling image "ghcr.io/actions/actions-runner:latest"
49m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-44s77   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 181ms (181ms including waiting). Image size: 540108575 bytes.
49m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-44s77   Created container: runner
49m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-44s77   Started container runner
29m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-44zrb   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-44zrb to aks-heavy-22317745-vmss000002
29m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-44zrb   Pulling image "ghcr.io/actions/actions-runner:latest"
29m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-44zrb   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 78ms (78ms including waiting). Image size: 540108575 bytes.
7m46s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-44zxz   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-44zxz to aks-heavy-22317745-vmss000002
7m46s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-44zxz   Pulling image "ghcr.io/actions/actions-runner:latest"
7m46s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-44zxz   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 84ms (84ms including waiting). Image size: 540108575 bytes.
7m46s       Normal    Started     pod/arc-heavy-runners-mlqbj-runner-44zxz   Started container runner
22m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-45476   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-45476 to aks-heavy-22317745-vmss000002
22m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-45476   Pulling image "ghcr.io/actions/actions-runner:latest"
22m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-45476   Created container: runner
21m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-454wf   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-454wf to aks-heavy-22317745-vmss000002
21m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-454wf   Pulling image "ghcr.io/actions/actions-runner:latest"
21m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-454wf   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 80ms (80ms including waiting). Image size: 540108575 bytes.
5m7s        Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-455tw   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-455tw to aks-heavy-22317745-vmss000002
5m7s        Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-455tw   Pulling image "ghcr.io/actions/actions-runner:latest"
5m7s        Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-455tw   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 108ms (108ms including waiting). Image size: 540108575 bytes.
5m7s        Normal    Created     pod/arc-heavy-runners-mlqbj-runner-455tw   Created container: runner
5m7s        Normal    Started     pod/arc-heavy-runners-mlqbj-runner-455tw   Started container runner
50m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-4568t   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-4568t to aks-heavy-22317745-vmss000002
50m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-4568t   Pulling image "ghcr.io/actions/actions-runner:latest"
50m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-4568t   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 83ms (83ms including waiting). Image size: 540108575 bytes.
25m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-45725   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-45725 to aks-heavy-22317745-vmss000002
25m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-45725   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 83ms (83ms including waiting). Image size: 540108575 bytes.
65s         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-457bb   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-457bb to aks-heavy-22317745-vmss000002
9m4s        Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-458nv   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-458nv to aks-heavy-22317745-vmss000002
9m4s        Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-458nv   Pulling image "ghcr.io/actions/actions-runner:latest"
9m4s        Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-458nv   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 114ms (114ms including waiting). Image size: 540108575 bytes.
9m4s        Normal    Created     pod/arc-heavy-runners-mlqbj-runner-458nv   Created container: runner
20m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-459n7   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-459n7 to aks-heavy-22317745-vmss000002
20m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-459n7   Pulling image "ghcr.io/actions/actions-runner:latest"
20m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-459n7   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 94ms (94ms including waiting). Image size: 540108575 bytes.
20m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-459n7   Created container: runner
60m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-45fph   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-45fph to aks-heavy-22317745-vmss000002
60m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-45fph   Pulling image "ghcr.io/actions/actions-runner:latest"
60m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-45fph   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 81ms (81ms including waiting). Image size: 540108575 bytes.
60m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-45fph   Created container: runner
54m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-45h5v   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-45h5v to aks-heavy-22317745-vmss000002
54m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-45h5v   Pulling image "ghcr.io/actions/actions-runner:latest"
54m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-45h5v   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 100ms (100ms including waiting). Image size: 540108575 bytes.
54m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-45h5v   Created container: runner
54m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-45h5v   Started container runner
9m15s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-45ptb   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-45ptb to aks-heavy-22317745-vmss000002
9m15s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-45ptb   Pulling image "ghcr.io/actions/actions-runner:latest"
9m15s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-45ptb   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 68ms (68ms including waiting). Image size: 540108575 bytes.
9m15s       Normal    Started     pod/arc-heavy-runners-mlqbj-runner-45ptb   Started container runner
53m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-45pwc   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-45pwc to aks-heavy-22317745-vmss000002
53m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-45pwc   Pulling image "ghcr.io/actions/actions-runner:latest"
